Age,Marital_Status,Dependents,Employment_Status,Residential_Status,Credit_Score,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Bank_Account_History,Debt_to_Income_Ratio,Expense_to_Income_Ratio,Average_Length
45,0.0,1,1,1,755,23073,25678,0,0,0.5111575594704887,0.5599283368169603,0.0
40,0.0,2,1,0,755,13273,1594,0,9,0.013796684987233306,0.4520188687410741,9.0
28,0.0,0,2,0,764,15087,13611,1,8,0.12231967935007279,0.1833312364074267,8.0
48,0.0,1,2,2,748,15502,11089,1,1,0.15441493879938173,0.30462451088243075,0.0
40,1.0,1,2,0,835,4599,24098,0,4,0.24093663140634686,0.30738467075926335,4.0
27,0.0,3,0,0,829,533,17990,0,1,0.26151676818188424,0.13327324795394746,1.0
50,1.0,2,0,1,497,18841,10816,0,9,0.18040798625590046,0.5956666055076476,4.5
42,0.0,3,0,1,402,34265,7457,0,2,0.17228075039275484,1.3351815913501526,2.0
31,1.0,1,1,0,784,15056,20528,0,9,0.24218399754607017,0.6917250654774545,4.5
36,1.0,2,1,1,755,11540,13794,0,9,0.22146228687024372,0.9440323668240054,0.0
40,1.0,2,2,0,800,31734,26321,0,2,0.3749269974217626,0.8505619417973591,1.0
28,0.0,0,0,0,702,40265,13380,0,8,0.16223294614060188,0.717753473822053,8.0
50,1.0,2,0,0,425,44170,21421,0,0,0.5527714698596201,1.2627993393889347,0.0
40,1.0,0,0,0,717,1090,425,0,7,0.0028485063773031013,0.08075012902058297,3.5
33,1.0,0,0,0,780,26977,28322,0,6,0.3321878042200823,0.27825801381672316,6.0
43,0.0,1,0,0,789,41026,17507,0,1,0.12098825155494126,0.21744298548721494,0.5
53,1.0,2,0,1,384,28920,1646,0,3,0.026053373009591946,0.33201430877837224,3.0
53,0.0,2,1,1,359,39911,6292,1,0,0.13295298468040148,0.9693819334389857,0.0
66,0.0,3,0,1,460,10022,16426,0,9,0.5346657118677169,0.3386498274851898,4.5
44,1.0,3,2,0,734,15035,18063,1,7,0.1639944073213248,0.19022370714700756,0.0
26,0.0,2,1,0,748,10373,23305,0,6,0.16363457636163206,0.3531220817154774,6.0
40,0.0,1,2,1,786,41598,29961,0,0,0.4263818523367678,0.33625547902316844,0.0
44,0.0,3,2,0,728,29335,21168,0,1,0.16647922548780583,0.4304488364228358,1.0
47,0.0,3,1,2,706,24194,6625,0,6,0.05350249543714567,0.05097475489800204,3.0
48,0.0,1,0,0,827,9718,4086,1,6,0.06858927012690526,0.7080507621030014,0.0
47,0.0,2,1,0,716,32642,5919,1,0,0.08802665040674588,0.3571035528918368,0.0
34,0.0,0,2,0,377,37721,8950,0,9,0.21295326924907204,0.26296754544589324,9.0
28,1.0,0,0,0,758,526,2054,0,1,0.014954060311312375,0.09881037319626658,0.5
47,0.0,2,1,2,708,26034,19146,0,2,0.1355728174589125,0.06865737167458559,0.0
46,0.0,2,0,1,837,17047,4228,0,8,0.07937819164914389,0.9939921898468008,8.0
30,0.0,2,2,1,817,32530,11697,0,6,0.10631993237408764,0.16961015115845732,0.0
46,1.0,1,2,1,757,46280,16197,0,1,0.15966287150672778,0.36539997042732514,0.5
46,0.0,3,1,0,756,36093,1254,0,9,0.012414489511043353,0.41710308778251876,0.0
30,1.0,2,1,1,838,25336,306,0,5,0.005404832556167868,0.6865197117422637,2.5
46,1.0,1,1,0,812,35563,11171,0,2,0.08109854369636868,0.32982445951243594,2.0
37,0.0,3,1,0,713,35085,2870,0,0,0.022029305884971716,0.2995371543049255,0.0
48,1.0,1,0,0,815,48727,7702,0,2,0.10217699889889757,0.10029318510460473,2.0
42,1.0,0,0,1,712,32129,23380,0,7,0.2516169997524726,0.0746456591224615,3.5
25,0.0,3,0,0,805,4709,1328,0,8,0.009440333255137802,0.10279158047386493,0.0
46,0.0,1,0,2,827,13009,10869,0,0,0.10828717172119715,0.2547722472402662,0.0
24,0.0,0,0,1,505,36804,622,0,5,0.011290000544533788,0.49029822300473747,5.0
33,1.0,3,1,0,800,17892,11420,0,7,0.0984932771007443,0.31007270563274597,7.0
27,1.0,1,2,1,756,12546,17213,1,3,0.1544833651939007,0.4427452141837861,0.0
34,1.0,2,1,0,569,2402,2629,0,7,0.07126592572512876,0.7130387638926539,7.0
39,1.0,2,2,2,430,39071,4100,0,9,0.07831152707477795,1.1143921306465476,4.5
43,0.0,0,1,0,464,28104,26141,0,4,0.6534596540345965,1.0375962403759624,2.0
29,1.0,2,0,1,745,22381,21896,0,3,0.2556689474790407,0.16898250858223768,0.0
28,1.0,1,1,0,716,47891,7528,1,3,0.08416721637727664,0.49440413233304636,1.5
38,0.0,1,0,0,785,24703,28135,0,5,0.3108908484165396,0.29516674401644233,5.0
34,1.0,0,0,1,737,27192,8535,0,3,0.11966686763035767,0.6842673471390716,0.0
27,1.0,3,0,0,546,23400,1166,1,6,0.0175311983160427,0.7359494812810103,6.0
47,1.0,3,1,0,801,40869,23680,1,4,0.1597711386392465,0.2624888672981945,4.0
22,0.0,0,0,0,495,28897,8893,0,8,0.3120898403228637,0.35753640989647306,8.0
35,0.0,3,1,1,707,18241,26063,0,6,0.3323387271591242,0.6409854251941395,0.0
36,1.0,1,0,0,715,34953,28176,0,1,0.3750399318496433,0.2590778404855713,0.5
37,1.0,3,0,0,555,28029,4933,1,9,0.07740710519708763,0.7857770524730103,9.0
27,0.0,1,2,0,516,29946,29646,1,2,1.2364349167952622,1.69312257580181,2.0
43,0.0,2,0,0,369,14371,28319,0,5,0.8001299692029498,0.266493374396067,0.0
29,0.0,1,2,0,308,42190,686,0,1,0.012531053631448194,0.14927663305567734,0.0
34,0.0,3,0,2,757,39274,19615,0,1,0.2048456999634484,0.27933789358258054,0.0
49,1.0,2,0,0,822,6943,20756,1,5,0.17625529674510237,0.49106240605973117,0.0
25,1.0,0,1,0,377,12455,12857,0,5,0.3787486007187887,0.8339126848524127,0.0
44,0.0,2,1,2,752,31590,28213,0,0,0.19593313563853798,0.15125735278798275,0.0
44,0.0,0,2,0,741,47006,9529,0,0,0.0858832118104062,0.38156696979802257,0.0
34,0.0,2,1,0,764,22514,29166,0,9,0.5034262535600241,0.5631828773625615,4.5
49,0.0,0,2,0,733,23368,5511,1,9,0.06595576619273302,0.11431854085882522,0.0
40,0.0,1,0,0,840,41555,13816,0,1,0.11428476892407209,0.0643224061344517,0.0
64,0.0,3,1,0,495,26409,17585,1,6,0.3299868643272659,0.39249390129480205,0.0
36,0.0,0,1,1,842,45876,14292,0,7,0.11369204823877557,0.2532535717694976,0.0
32,0.0,3,2,0,711,200,10913,0,1,0.08317264821772896,0.11651639750322006,0.5
40,1.0,2,0,2,307,48496,28202,0,6,0.7901933314653965,1.2285794340151304,6.0
41,1.0,3,0,0,731,3661,23116,1,8,0.16961638930468728,0.36558950427049397,0.0
21,1.0,2,0,1,319,20945,29040,0,5,0.5180903446799401,0.2656818668379362,5.0
25,1.0,3,2,0,830,43394,10720,0,6,0.20189844809401838,0.3898598764502034,6.0
54,0.0,2,0,2,340,46456,3038,0,6,0.11735166872682323,0.398176761433869,3.0
44,1.0,0,1,0,753,13728,12448,0,4,0.10456462207886028,0.4992691900609848,2.0
31,0.0,0,1,0,715,47347,12395,0,3,0.10977769905234257,0.4032238065716057,0.0
25,0.0,1,1,0,478,21847,5922,0,3,0.10177006358480839,0.5081285444234405,0.0
50,1.0,2,0,1,511,31416,8882,0,7,0.3428284699706654,0.5683186660490968,0.0
29,0.0,1,1,1,840,2409,5394,0,8,0.04299960938434189,0.4397535135479859,8.0
56,1.0,0,0,0,548,48073,10339,0,7,0.30279689559232686,1.1397276321569776,3.5
27,1.0,0,1,2,831,20275,23336,1,3,0.29163802691927965,0.08533186697826711,1.5
42,1.0,1,0,1,524,47057,11888,0,4,0.22278025561260822,0.7807803305723173,0.0
32,0.0,1,0,1,846,4562,8263,0,3,0.06604376808350784,0.18137059002190004,3.0
45,0.0,2,0,1,838,15133,12263,0,0,0.23905415415805684,0.7169870170377013,0.0
27,0.0,3,0,0,788,33102,14916,1,4,0.12567191844300277,0.449608223102199,4.0
43,0.0,0,1,1,760,45573,19861,0,0,0.13828179938312435,0.3277656708000585,0.0
40,0.0,1,1,0,821,25871,17954,1,2,0.26018027417905687,0.559429614816103,1.0
27,0.0,1,0,2,734,16299,14275,0,8,0.15412105115415345,0.4211958282049621,4.0
26,0.0,1,2,1,700,45376,5972,1,2,0.05127236512242866,0.22552285449362958,2.0
40,0.0,0,0,0,829,24839,16230,0,4,0.30561518472488985,0.7506496441080104,2.0
41,0.0,0,1,1,754,2738,13497,1,7,0.10242691922411438,0.19324287405518623,3.5
64,1.0,2,1,1,560,18973,15899,0,4,0.5907553970200276,0.44811057853082154,0.0
38,1.0,0,1,2,733,25212,27883,0,0,0.46349612686591973,0.3309285548056784,0.0
50,0.0,0,1,0,488,14369,26216,0,5,0.39480738531971926,0.1021053582723412,2.5
24,1.0,2,1,0,590,38895,21268,0,9,0.7432985006815084,0.2616992276238074,4.5
47,1.0,0,0,0,733,25708,14200,0,4,0.14917846787410177,0.21153926965583897,0.0
48,1.0,2,1,0,386,36817,14454,0,5,0.2840634396556807,1.0791816520252344,0.0
36,0.0,1,0,1,710,14362,2583,0,8,0.035158642655886314,0.22393727796153376,8.0
42,0.0,0,0,1,721,11487,14163,0,6,0.11696645359496556,0.2761012833853625,0.0
44,0.0,0,2,2,811,4393,18241,1,6,0.23900055030004455,0.2364717905715259,0.0
32,1.0,3,0,0,804,22461,15544,0,5,0.21418728986385935,0.1914788072534862,0.0
47,0.0,2,2,1,437,1750,11715,1,1,0.215040933954991,0.8927640515437424,0.0
37,1.0,0,1,0,773,12465,18263,0,8,0.2949974963252516,0.3865027701949636,0.0
30,1.0,1,2,1,757,40103,27947,1,5,0.3581066362553017,0.7446854858343691,2.5
47,0.0,2,0,0,438,20291,23230,0,2,0.3398633524015742,0.3091688490292754,1.0
44,0.0,1,1,0,755,22783,3858,1,1,0.03274264181688563,0.09919543741725227,1.0
34,0.0,1,2,0,844,39449,22439,1,4,0.29580268396213977,0.2494661077275963,2.0
37,0.0,2,0,0,702,12607,17345,1,5,0.13422533140385226,0.17049596434071335,0.0
45,0.0,1,0,0,344,49636,10339,0,7,0.21776860374497126,1.1338542873391326,7.0
36,0.0,1,2,1,338,40039,11501,0,4,0.3588791462539395,0.4264985802103161,2.0
26,1.0,1,2,0,739,41227,5794,1,9,0.07907306820973332,0.3332696454404018,9.0
37,0.0,2,1,1,794,27889,19532,0,9,0.1482437232460002,0.22104496189926834,4.5
37,1.0,3,0,1,797,21868,4202,1,8,0.0356267751918267,0.32293017932086987,4.0
44,0.0,2,0,1,785,881,19652,0,4,0.15437670366617176,0.282515966346947,4.0
69,1.0,2,2,0,585,31415,19527,0,1,0.41397074411702356,0.25363578545685816,1.0
37,1.0,1,2,0,810,34108,29459,0,2,0.3364551092431216,0.09634866429868542,2.0
37,0.0,3,2,0,790,14061,1480,0,0,0.012030955322884828,0.39780191194641346,0.0
29,0.0,3,0,0,456,27071,1122,0,1,0.044055285063609236,1.4861002041777918,0.0
49,1.0,1,1,0,462,17202,6533,0,1,0.2445900411830775,0.930887308124298,0.5
41,0.0,3,0,0,834,25150,24846,0,4,0.21322462990774513,0.2620896803261103,0.0
48,0.0,0,0,0,834,20427,6004,0,2,0.08175603910781884,0.45279010866308994,0.0
32,0.0,0,2,0,848,36011,23782,0,3,0.20058365102391956,0.05758915016362471,0.0
30,0.0,2,1,0,762,27140,13045,0,1,0.13608529193920238,0.23108941257471913,0.5
45,1.0,2,2,0,793,18045,24757,0,4,0.28636037661646657,0.146158650843223,0.0
25,0.0,0,2,0,795,22189,5674,0,6,0.11270683113839064,0.8590668017400631,6.0
41,1.0,3,0,0,316,42265,3554,1,4,0.07683825913994768,0.8242492378872722,4.0
33,1.0,2,1,0,380,2241,22758,0,8,0.8117420459409331,1.2669425024967897,0.0
27,0.0,3,0,0,722,19157,26375,0,3,0.21640137840498852,0.06842796192976698,0.0
47,1.0,2,0,0,716,14101,6418,0,6,0.12763249477975538,0.8051705279904544,0.0
35,0.0,0,1,2,412,38224,18494,0,3,0.2894979885102453,0.43823865504124726,0.0
27,0.0,0,1,0,554,14970,16047,0,8,0.24735260115606936,0.1555606936416185,0.0
49,0.0,3,0,0,431,38292,8793,0,6,0.14721245605223507,0.9657458563535911,3.0
36,0.0,3,0,1,718,36061,492,0,3,0.006702814637203346,0.20271927195444267,1.5
37,0.0,3,1,2,837,28229,2378,0,0,0.022809020017840527,0.16862177120001534,0.0
36,1.0,0,1,0,508,12666,10477,0,3,0.15666307793528322,0.30898977211555717,3.0
31,0.0,0,0,1,754,6132,11606,0,0,0.2007750060547348,0.5988997681901532,0.0
37,1.0,1,1,0,769,27978,1364,0,4,0.016681138328706477,0.5064511000501413,2.0
39,1.0,0,0,0,701,38125,17598,0,5,0.1682377009999809,0.3692854821131527,2.5
26,0.0,2,0,0,595,42791,9752,0,3,0.27121283755596964,0.3247211947604083,1.5
36,0.0,3,0,0,766,33451,5712,0,0,0.044667923082336934,0.19349843990709822,0.0
23,0.0,1,0,0,591,13583,29190,0,2,0.7525135344160866,1.2952822892498066,1.0
44,1.0,3,1,1,732,26426,14896,0,5,0.13014721943121751,0.053261106985278056,0.0
59,0.0,2,2,0,561,38182,5096,0,8,0.0836081442470181,0.6936063395186297,0.0
44,0.0,1,2,0,777,18150,8394,0,4,0.16498614305088743,0.9311869803644083,0.0
36,0.0,2,1,2,791,45058,2932,1,6,0.052268473125947054,1.0024422854086816,0.0
25,0.0,0,0,0,364,27060,20753,0,7,0.4749622373781297,0.4075616789490548,0.0
26,0.0,0,2,1,450,4263,10758,1,4,0.25073416305411833,0.7931757796112432,0.0
21,1.0,1,1,1,317,42350,15650,0,2,0.27998926558726184,0.474246354772341,2.0
45,0.0,1,1,0,703,14574,24435,0,7,0.20920555826676598,0.24760485963064752,7.0
32,0.0,0,0,1,701,4519,3753,0,1,0.02864010989010989,0.2706959706959707,1.0
48,0.0,2,0,2,752,32381,15085,0,6,0.2097527739926027,0.6767707667065269,6.0
27,1.0,2,2,1,845,40137,19643,0,0,0.14606524341728572,0.09155196644879202,0.0
38,1.0,2,2,0,473,1798,16696,0,6,0.6945669356851651,2.423662534320659,3.0
34,0.0,1,1,0,715,44348,3082,0,7,0.04807362345967868,0.299859616284511,7.0
42,0.0,1,0,2,716,23342,9437,0,0,0.1280704611459436,0.7670385147789268,0.0
30,1.0,0,0,0,779,28483,28650,0,8,0.2473110854064879,0.2262313761372857,0.0
29,0.0,1,0,1,791,35303,15538,0,4,0.15522632593732205,0.563681954864684,2.0
43,0.0,2,0,1,349,18505,6218,1,4,0.11846968715466982,1.066798765385055,2.0
48,0.0,1,2,2,779,9620,19262,0,6,0.20657629445326242,0.3310025309939513,0.0
42,0.0,1,0,0,840,20790,23698,1,1,0.16834194057099017,0.15036974419810617,1.0
54,0.0,3,0,0,583,44354,23827,1,7,0.8034461828972215,0.8092797410304828,3.5
45,0.0,3,1,0,846,26580,24202,0,9,0.24776568626447312,0.2945915787102917,9.0
45,1.0,0,2,1,831,42656,5307,0,4,0.06075836329082041,0.2816385409749731,2.0
45,0.0,3,0,0,720,46908,20363,0,3,0.24922587356954898,0.19137139709932072,3.0
40,0.0,1,1,0,821,29766,7671,0,3,0.05135638155428204,0.25780622355524613,1.5
25,1.0,2,0,1,833,26089,22059,0,7,0.18369641251124214,0.4157090036974118,0.0
32,0.0,2,0,0,791,21844,15887,0,1,0.21165734079403145,0.5947242206235012,0.5
26,0.0,2,0,0,778,45217,17383,0,4,0.11793720147633521,0.3967379504993487,4.0
38,0.0,2,0,0,776,33623,4287,0,9,0.04235496364211192,0.3908868163136263,9.0
47,1.0,2,1,0,786,17694,27688,0,0,0.48734466856760655,0.8102228324004647,0.0
45,1.0,0,0,0,770,18141,17746,0,8,0.15885491263248352,0.3636135777714122,4.0
21,1.0,0,2,0,372,47629,11919,1,8,0.1785671480793432,0.6889195181878108,0.0
42,0.0,3,2,0,764,30878,15011,0,1,0.15146256066675412,0.17145105794747093,0.5
60,0.0,2,0,0,450,6547,5894,0,6,0.1770501652147792,1.5810153199158907,6.0
44,0.0,1,0,1,756,47777,9003,0,3,0.06695372807996074,0.3839186113961894,3.0
46,0.0,1,0,0,781,1081,11255,0,5,0.10215844316160186,0.280143775187888,5.0
49,1.0,3,2,0,829,16292,25789,0,8,0.46482579621852527,0.2024476847929922,8.0
36,1.0,1,0,0,333,5571,15974,1,2,0.36923005801724335,0.7536231884057971,0.0
39,1.0,1,0,0,767,24947,12845,0,5,0.09212970600259641,0.161293330368734,0.0
27,0.0,1,1,0,787,11555,2314,0,9,0.041472506989748366,0.5424044734389561,9.0
62,0.0,1,0,1,459,3944,192,0,4,0.004330078257143501,1.0400306713876548,2.0
22,0.0,2,0,1,501,2028,29974,0,8,0.4288800812717309,0.6088511782970139,4.0
28,1.0,1,1,0,814,14511,22276,0,6,0.1568820778635416,0.34066707983548367,3.0
32,0.0,2,2,0,390,31485,3111,1,7,0.0692117733431222,0.5918707868918107,3.5
41,0.0,3,0,0,479,5575,6564,0,8,0.3263398627821418,1.6561598886347817,8.0
25,1.0,0,2,0,840,5783,4074,0,0,0.04331784495316271,0.45716594541143446,0.0
34,0.0,1,1,0,782,15043,5280,0,0,0.06100801885702401,0.3449726157188085,0.0
27,0.0,3,0,2,782,47600,6797,0,1,0.10015029174279484,0.8651499970531031,0.0
29,0.0,0,1,0,799,42911,8818,0,9,0.07240331718531899,0.35874866573610315,9.0
69,0.0,3,0,0,396,40191,13950,0,6,0.6656169481820784,2.691669052390495,6.0
40,0.0,1,0,0,780,42857,115,0,4,0.001619900833896777,0.14503042596348883,2.0
37,0.0,2,1,2,804,24691,25716,0,1,0.49015534165634234,0.3389688363671019,0.0
34,0.0,1,2,0,404,10138,22378,0,9,0.329650580401862,0.7519886865829946,0.0
29,1.0,2,0,1,735,24494,21556,1,0,0.2774295679481074,0.668116706778723,0.0
66,1.0,1,0,0,454,49293,6559,1,4,0.17286911601918717,1.4697169363765747,0.0
62,0.0,3,0,0,301,44305,27245,0,1,1.0593335666238968,1.0661378747229675,1.0
25,0.0,0,1,0,442,20325,7173,0,9,0.16789944290997613,0.6499695707129816,0.0
64,0.0,2,0,0,539,32850,16954,0,1,0.2431413041919431,0.4317859140386353,0.0
36,0.0,2,0,0,805,7711,4802,0,0,0.036219367782713965,0.04824220665102843,0.0
30,0.0,2,1,1,843,37888,17552,1,6,0.24236733453927836,0.46181250776729865,0.0
31,0.0,1,0,0,806,36062,29766,1,7,0.23684901531728667,0.16843445394867715,0.0
49,0.0,3,2,1,766,10634,17235,0,7,0.22243301842961127,0.1440297351711321,7.0
37,1.0,0,0,0,736,42273,5102,1,0,0.0579680505374145,0.3334923989365328,0.0
48,0.0,1,1,2,795,24274,8759,0,9,0.08485429745020538,0.4851197395954429,0.0
66,0.0,2,0,0,542,29758,109,0,2,0.002877507919746568,0.22302006335797253,0.0
67,1.0,2,0,0,411,6775,13285,0,2,0.2074387520884406,0.4240276064519151,2.0
42,0.0,0,1,0,726,3113,27424,0,6,0.19844709934656604,0.36835440290029164,0.0
27,0.0,2,0,0,730,13077,16344,0,9,0.1408127923907331,0.09873437351919978,4.5
29,0.0,2,1,1,702,35570,5325,0,5,0.0975381910100011,0.1773821299043851,0.0
30,0.0,3,1,0,375,27688,14131,0,6,0.32994769776781546,0.8302045390865789,0.0
37,0.0,0,2,1,783,18740,20056,0,0,0.23492479970013588,0.5805182026894063,0.0
30,0.0,2,0,1,829,7039,15012,1,8,0.10399866988112062,0.3251309335771885,4.0
37,0.0,2,0,0,720,36396,15673,0,1,0.12172920242635123,0.3458715525075144,0.5
39,0.0,3,1,1,791,24926,22200,0,9,0.15738206978689617,0.33458577322803384,0.0
36,1.0,2,0,1,554,15775,11458,1,8,0.5070808992742079,0.9920339883165162,0.0
30,0.0,2,1,1,782,28223,12276,0,2,0.1409252669039146,0.6704626334519573,1.0
30,0.0,0,0,0,764,2183,22760,1,6,0.15653800654763542,0.4082918374645795,0.0
59,0.0,0,1,0,507,31612,13058,0,1,0.5585593292839421,0.8464368209427667,1.0
49,0.0,2,2,0,524,9613,25783,0,4,0.46130036498962285,0.6490374293279897,4.0
52,0.0,2,2,1,527,41852,11927,1,2,0.22718527971961372,0.4164650755252481,2.0
44,1.0,1,2,0,786,25809,6861,0,4,0.05363089189400454,0.2629250371296803,4.0
44,0.0,0,1,0,804,14271,26681,0,9,0.26196367206676485,0.061855670103092786,9.0
41,0.0,2,1,0,750,19205,16851,0,6,0.21866524791404435,0.6614847592229735,3.0
37,0.0,0,2,0,756,11406,13310,0,9,0.1972407047909782,0.12696907277604066,9.0
40,0.0,3,0,2,734,44014,2370,0,4,0.024400539488721184,0.43327945309845667,0.0
41,1.0,1,0,0,844,10458,15037,0,7,0.12407789421569436,0.47092994471491045,7.0
28,0.0,3,2,0,738,10988,6227,0,2,0.09090112841773353,0.7178663708158767,2.0
25,1.0,3,0,2,491,29108,17499,0,1,0.39246865678336734,0.762733532195483,1.0
33,0.0,0,0,0,746,4181,18559,0,8,0.1401652468128814,0.1630415080659779,0.0
39,0.0,2,1,1,397,40330,10941,1,1,0.307253784155691,0.7279058664944256,0.5
36,0.0,0,1,2,721,31383,17279,0,7,0.20371134506784877,0.5603800945520567,0.0
36,0.0,1,1,0,762,31902,5638,0,2,0.10485400781104705,0.30284545285475173,2.0
43,0.0,0,0,0,735,5947,727,0,9,0.012456095262571746,0.908763813929581,4.5
50,0.0,0,1,0,596,27136,20217,0,1,0.8027397260273973,2.3494937462775463,0.5
28,1.0,2,0,0,770,6300,18699,0,5,0.15510119442601195,0.4831453218314532,2.5
19,0.0,0,0,2,327,33051,18133,0,1,0.5175976936031742,0.2856735078354694,1.0
31,0.0,1,0,0,837,6279,2584,0,6,0.04908907843993997,0.3312372955413287,6.0
20,1.0,1,0,1,338,16639,3988,1,2,0.18573025335320417,0.8500372578241431,2.0
32,1.0,1,1,2,711,30466,18689,0,7,0.1759080598251179,0.5419274681626084,7.0
26,1.0,2,0,0,452,39726,16512,0,1,0.3936583621408988,0.8113481940636548,1.0
44,0.0,1,1,0,815,28411,28008,1,4,0.19367151629142004,0.1416440781103059,4.0
38,1.0,0,2,2,476,30240,8964,0,4,0.17620695077842427,0.3233999056455418,0.0
45,0.0,3,0,0,715,38381,5221,1,0,0.05380089238791051,0.384571787764187,0.0
48,0.0,1,2,0,754,13895,23211,0,2,0.1569254484115448,0.321923318752493,0.0
49,0.0,2,1,0,361,30111,6602,0,1,0.10282848420659149,0.4214690673478288,0.5
25,0.0,1,1,1,704,44067,19373,0,6,0.16195858448213882,0.06019211316117274,6.0
46,0.0,0,0,1,793,33014,4539,1,2,0.0880846109062682,0.9627013390258102,0.0
60,0.0,3,1,0,475,38283,15382,0,6,0.4617278021252326,0.8907966620639971,3.0
26,0.0,1,1,0,730,2421,18010,0,3,0.1408968581799975,0.060739767179872325,0.0
33,1.0,3,1,0,798,49324,28431,1,9,0.27380413532748443,0.3952348392191608,9.0
31,0.0,0,0,1,733,44219,6557,0,3,0.0927951769717383,0.09730968992796592,1.5
32,0.0,2,1,0,544,9858,4579,0,7,0.09819226727853665,0.42536401260909656,0.0
40,1.0,3,2,0,842,17965,726,0,5,0.011133432501648546,0.8630710484749038,2.5
36,0.0,0,0,1,739,13324,4603,0,3,0.07913149615774726,0.8938781825370902,0.0
27,1.0,3,1,1,452,48291,9840,0,8,0.2460984393757503,1.1263505402160865,8.0
26,1.0,0,0,1,447,36240,21918,0,7,0.42177577646922987,0.23115113728206904,3.5
33,0.0,3,1,0,428,45267,20096,0,2,0.6225333787676962,1.142715529258697,2.0
29,0.0,1,0,0,579,41074,26091,1,0,0.757864466842885,1.6915792837017458,0.0
34,0.0,3,1,1,804,5989,29183,0,1,0.42104427868592287,0.7780583168616814,0.0
44,0.0,3,0,0,714,41468,4680,1,4,0.0612300969476535,0.45263171666688473,0.0
45,0.0,2,1,0,797,24872,13040,0,7,0.12176332720159114,0.2567114563977104,0.0
47,0.0,3,1,1,552,7084,19796,0,3,0.289055997663722,0.30225596846024677,0.0
62,1.0,1,0,1,599,7537,14823,0,3,0.34893246392504884,1.2183329017678493,1.5
44,1.0,3,1,0,599,21715,22103,0,8,0.5579733925731452,1.042990937318557,4.0
37,1.0,1,0,1,817,5404,14400,0,4,0.16522098306484923,0.2596723117169214,2.0
47,1.0,1,1,2,727,40178,17991,0,1,0.3445957593518359,0.5396770671723267,0.5
43,1.0,3,1,0,705,44370,24527,0,2,0.16543346441025503,0.20939032369029872,0.0
37,0.0,3,1,1,747,1446,14958,0,3,0.270082877417258,0.638101944640052,3.0
40,1.0,0,1,0,539,16486,9354,1,1,0.18302060302490755,0.4855504901289401,0.5
46,1.0,0,0,1,788,12020,11155,1,1,0.19792405961674947,0.5214336408800567,0.5
48,1.0,1,1,0,816,1989,13398,0,0,0.1452105867816964,0.3423146120997984,0.0
67,1.0,1,2,1,512,8146,23271,0,2,0.4067929937419152,0.5313428661329231,0.0
45,0.0,1,0,0,788,8600,8159,1,6,0.05649768372653431,0.318253896809844,6.0
37,0.0,1,0,0,744,16906,17508,0,6,0.14535371229794689,0.370806385999286,3.0
33,1.0,1,0,0,771,13530,10201,1,3,0.10600974778388601,0.2085069678988226,3.0
48,0.0,1,2,0,327,6688,14623,0,5,0.36729209052319595,0.707708537412403,2.5
41,1.0,3,1,0,421,37316,10135,1,6,0.2348946624330776,0.32317426472292393,3.0
41,0.0,0,2,1,779,30116,25920,0,9,0.3397918250701345,0.5581395348837209,0.0
34,0.0,2,0,0,708,26554,29197,0,0,0.23438039351052814,0.4229876937650015,0.0
39,0.0,1,0,1,773,21789,14538,0,8,0.10145220831966727,0.05769754150412773,0.0
32,0.0,3,0,1,817,42175,22647,0,0,0.41223583377323114,0.1201376121739447,0.0
42,1.0,1,1,1,740,19301,15679,0,8,0.17793388335962412,0.36742058853569687,8.0
38,1.0,2,0,0,847,48129,24871,0,1,0.2345679012345679,0.310217016099369,1.0
40,0.0,0,0,0,788,47919,6229,1,5,0.054206697298802564,0.3348997493734336,5.0
24,1.0,0,0,0,394,23804,4173,0,1,0.11197273800579585,1.6093163035311795,0.5
41,0.0,1,1,0,772,19103,2280,0,6,0.030009871668311944,0.4779466929911155,0.0
38,0.0,2,0,0,809,43483,8837,0,2,0.12774661732392736,0.6473921591303342,0.0
27,1.0,0,2,2,784,13505,18010,1,3,0.21394122258915207,0.6004133900358747,3.0
47,0.0,2,1,0,711,31613,14718,0,3,0.2435343757756267,0.2579300074460164,3.0
34,0.0,1,0,2,821,27704,16099,1,5,0.1597123015873016,0.10297619047619047,5.0
25,1.0,0,1,0,837,10945,6047,1,9,0.041915628075915326,0.29237658214686757,0.0
28,1.0,3,1,1,418,35127,2350,0,5,0.055630518665814456,0.6019458845252468,5.0
58,0.0,3,2,1,490,8690,9710,1,4,0.15116840253452277,0.34617719863621504,4.0
21,0.0,1,0,0,513,36331,25416,1,8,0.5601939607670267,0.2814194401586952,8.0
29,0.0,3,2,0,795,13052,26650,0,1,0.22485276994988274,0.18082718820134658,0.5
36,1.0,3,0,2,308,21159,19711,0,5,0.554364945438182,1.194060074249072,5.0
49,1.0,1,0,0,795,33583,20995,0,5,0.22083495492842192,0.4761073303110307,5.0
60,0.0,3,1,0,503,19259,23303,0,3,0.5903828126979301,0.5140989587291935,0.0
30,0.0,3,1,0,714,8062,24632,0,0,0.29973594227235667,0.07958237505932172,0.0
47,0.0,3,0,0,818,31418,3904,0,9,0.03098166812157765,0.44044123482263314,0.0
48,1.0,0,0,2,711,23381,8388,0,0,0.11156035537585784,0.36516465393413844,0.0
61,0.0,2,0,1,303,5973,12094,0,2,0.39471279373368146,0.6720626631853786,0.0
