Age,Marital_Status,Dependents,Employment_Status,Residential_Status,Annual_Income,Monthly_Expenses,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Bank_Account_History,Transaction_Frequency
49,0,0,1,2,56189,3750,1,29205,10508,0,1,11
45,1,1,0,0,147366,4407,1,35340,1055,0,6,12
27,0,1,1,1,147007,3053,0,37787,11697,0,3,24
42,1,1,0,0,64933,3276,1,7748,16940,0,6,19
56,1,0,0,1,28702,1145,2,13914,26547,0,9,14
43,1,3,2,0,123315,2234,1,41756,4610,0,5,18
41,1,0,2,0,130410,518,1,35493,29339,1,7,17
39,1,0,0,0,149677,4854,1,13703,15540,0,7,6
35,0,2,1,0,55980,1918,1,12019,408,0,6,19
52,0,0,2,0,59657,4954,1,30908,29570,0,2,13
30,0,3,0,0,138009,1905,0,6605,10414,0,9,5
49,1,1,1,0,104033,2501,1,6523,5923,1,0,6
34,1,1,0,0,24150,1945,2,11290,11395,1,3,29
59,1,2,0,0,49516,1168,2,17130,4512,0,7,18
34,0,1,0,1,100923,4725,1,5150,1039,0,7,9
45,1,0,2,0,25130,2065,1,45978,13248,0,4,27
27,0,2,0,0,110547,4758,1,26022,1228,0,7,11
35,0,2,0,0,44880,4939,2,30938,21786,0,2,26
40,0,3,1,0,137398,3890,2,29326,20273,0,2,12
59,0,3,0,0,36372,942,0,19331,29977,0,7,22
43,0,1,0,0,129686,1402,0,33061,14827,0,7,24
41,1,2,0,1,128367,1241,2,26700,7544,0,8,23
33,1,0,1,1,107102,562,1,49415,1843,0,8,11
62,1,1,2,1,64882,3936,0,38713,9189,0,3,16
45,1,1,0,2,38719,1205,1,8216,5286,0,5,14
44,0,1,2,0,142025,2711,0,41781,19717,1,1,20
30,0,2,1,0,134944,1023,1,4215,28080,0,0,18
37,1,0,1,0,82836,1691,2,32828,11338,1,7,20
37,0,3,2,1,137658,4542,1,4357,154,0,3,21
47,1,2,1,0,139301,2870,2,32956,7802,0,9,26
47,1,1,0,0,55396,4587,2,9535,5550,0,7,24
29,1,3,1,1,139640,1168,0,201,829,0,0,12
40,0,3,1,1,140326,1785,1,44874,14240,0,7,15
28,0,2,2,0,35491,1827,1,49402,14184,0,1,9
44,0,1,1,1,118669,4008,1,44660,12576,0,0,18
35,0,0,1,0,132580,1562,0,13617,20849,0,7,15
41,1,2,2,0,99697,4673,0,42111,25545,0,8,20
49,1,0,1,0,94676,729,2,18421,18676,0,6,11
37,1,2,0,0,73016,1920,2,13483,18849,1,6,7
28,0,3,0,0,125864,3066,2,18805,15815,0,4,12
38,0,3,0,1,120907,2396,2,20955,10377,1,1,19
37,1,1,1,2,148243,3383,0,48611,10154,0,1,25
44,1,0,1,0,130106,3494,0,41814,27289,1,6,27
27,0,0,2,1,79350,2896,0,42030,1134,0,5,18
49,1,1,2,0,81166,947,0,1756,29951,0,8,22
26,0,0,0,2,80569,2520,0,20849,29880,0,7,13
42,1,2,1,0,106588,3818,0,7643,27573,0,0,19
42,0,3,0,0,141466,3916,0,36676,14701,1,4,8
28,0,3,0,0,57823,1960,1,2517,9843,0,1,13
36,1,3,0,1,47842,631,0,2246,457,1,6,26
59,0,1,1,1,46854,1499,2,11383,29740,0,2,15
25,0,2,0,1,138186,2506,2,7808,11714,1,3,22
28,1,2,1,1,59125,2864,2,2116,3930,0,3,24
26,1,1,0,1,131069,1163,0,49435,11730,1,6,5
33,1,1,2,0,91930,1846,0,46620,4627,0,9,14
33,1,2,0,1,51773,3793,2,6336,15339,0,9,11
26,0,1,1,0,125706,2452,0,44393,7414,0,3,28
46,0,1,0,0,42344,3467,0,42096,3385,0,4,8
46,1,0,0,0,103092,3412,2,20472,7813,0,9,5
27,0,3,0,2,21986,2255,2,34518,10931,0,8,11
32,0,1,1,0,51281,2616,1,38230,23768,0,4,22
32,0,3,0,1,145369,3723,1,22064,1003,0,9,21
49,1,3,1,1,120135,531,2,32191,17380,0,2,23
41,0,1,1,0,97772,2292,0,43731,16067,0,3,29
19,1,2,0,1,61626,1367,1,13296,27755,0,0,6
43,0,2,0,0,131515,2161,2,26094,7929,0,4,27
45,0,1,2,0,102384,1987,0,41853,12174,0,8,14
32,1,1,1,0,128484,4430,0,19414,29892,0,6,14
48,1,0,0,0,95550,2787,0,30017,5355,0,1,11
40,1,2,1,1,137407,2673,0,5290,16628,0,7,23
37,0,0,1,0,57843,4430,2,8990,16167,0,9,16
48,1,3,2,0,59804,4271,1,33451,12612,0,5,13
49,1,2,0,0,24084,654,2,20774,2892,0,7,14
39,1,1,1,1,142183,1464,1,14858,21620,0,7,5
30,0,0,0,0,55746,1622,2,38396,17793,0,3,14
42,0,2,0,0,98107,4845,1,37173,18654,0,4,10
60,1,1,2,0,35770,3748,0,20069,10904,0,5,22
37,1,0,1,0,55830,3594,1,19509,13810,0,7,10
22,1,3,0,0,42685,4334,2,38729,13229,0,2,28
36,0,2,0,0,96976,1696,0,49818,1305,0,1,10
37,0,2,0,1,66364,531,1,4560,13063,0,1,13
40,0,3,0,0,142187,2885,1,689,18950,0,0,15
37,0,2,1,0,33297,823,1,30056,16619,0,8,17
27,1,1,0,0,83236,1320,2,26109,7202,0,6,12
29,0,3,2,0,112702,1765,0,49018,16831,0,4,18
31,1,0,1,0,131904,2823,1,22018,2268,0,2,23
33,0,3,1,0,69795,4018,2,11657,23141,0,1,27
34,1,1,1,2,94800,654,2,43857,13821,0,6,18
34,0,1,2,0,58393,4517,0,49775,4351,1,7,10
48,1,2,1,0,38221,4725,1,35033,10778,0,4,17
47,1,1,1,1,23007,3841,1,10340,21318,0,2,21
38,0,0,1,1,72320,2159,2,49856,19907,0,2,5
38,0,2,1,0,128198,2413,1,17345,3311,0,1,7
39,0,2,1,2,142571,640,2,35363,28414,0,5,21
29,0,0,1,2,89468,4156,2,37712,5137,1,2,23
21,0,0,2,0,50623,2343,1,10967,29075,0,9,11
25,1,2,2,0,59697,4244,0,10376,25408,1,0,25
33,0,0,2,1,24313,552,2,25325,15463,1,0,29
24,0,3,0,0,37257,4987,2,947,21933,0,5,9
37,0,0,0,0,79623,2727,0,7727,11667,0,4,10
42,0,3,0,0,89000,3195,2,4653,20683,0,3,15
47,1,3,1,0,101032,2178,0,1375,19439,0,5,19
31,1,2,2,0,113159,2051,1,36483,2921,0,1,6
30,0,0,0,0,93747,3356,2,35729,11688,0,8,17
58,0,0,1,0,31797,3491,1,43127,8339,0,2,20
40,1,3,1,0,103785,1684,0,19823,4792,0,7,16
47,1,2,1,2,146362,4163,1,2244,8772,0,5,25
57,0,1,2,1,53236,4432,1,12064,21096,0,5,5
53,0,3,0,1,22161,3195,0,11258,21445,0,3,22
37,1,3,2,0,34696,4814,0,36238,28058,0,2,12
47,0,0,1,0,105036,2964,2,17627,29160,0,2,18
40,1,1,0,0,118125,3106,1,9196,20585,0,6,26
38,0,3,1,0,122547,1574,2,6096,13158,1,3,12
28,1,2,2,1,58469,3099,2,49280,15826,1,7,17
38,0,3,2,0,65506,2584,2,2981,17817,1,2,18
28,0,1,2,1,81607,3998,0,8135,6209,1,3,11
51,0,0,2,1,38533,4520,0,48680,26868,0,8,20
42,0,3,0,0,57574,2864,0,26561,19019,1,4,6
45,0,3,0,0,77250,2354,0,16490,101,0,3,7
47,0,0,0,0,134573,4284,0,16987,580,0,7,9
46,1,2,0,1,101114,2142,2,22009,18873,0,8,23
41,0,2,1,0,88262,1427,2,29848,9582,0,8,28
49,0,2,2,0,81597,1330,0,39191,17941,0,6,6
60,0,0,0,1,52976,3332,0,3022,2052,1,3,21
42,0,0,0,0,130885,2038,0,9360,15451,1,7,28
43,0,2,0,0,105541,1471,0,42204,25241,0,8,13
44,1,2,0,1,68107,1075,2,2653,11471,0,5,12
47,0,3,0,0,80945,3222,1,21238,7158,0,2,16
46,0,2,2,0,52077,2898,2,33007,22063,0,6,29
47,1,2,1,0,53979,2485,2,29098,22091,0,7,7
42,0,1,2,0,97297,550,0,27619,3011,0,9,25
46,1,2,1,0,132656,3771,1,47943,21843,1,9,11
26,0,2,1,0,52274,2781,2,44254,8791,0,7,14
49,1,0,0,0,148106,2388,0,430,14796,0,5,15
43,1,2,0,0,105119,1787,2,36761,27300,0,3,20
43,1,3,0,0,148941,3415,0,48549,24876,0,1,26
57,1,1,0,0,23547,906,1,43653,27813,0,5,20
44,1,0,0,0,59243,1309,2,20101,9407,0,9,20
41,0,3,0,2,52911,1705,0,48147,21474,0,1,8
22,0,1,1,0,60806,844,0,39976,20093,0,6,6
29,1,2,2,0,102646,2161,2,45940,22178,0,9,24
47,1,3,1,1,107582,2606,1,38294,17911,0,5,18
33,1,2,0,1,94730,3384,0,7201,622,0,9,25
46,1,2,0,1,60897,1189,1,49852,17679,0,3,13
26,0,2,0,0,136943,1953,1,19503,15163,0,4,14
57,1,0,1,0,29514,2071,2,6851,4884,0,9,26
46,1,3,0,0,65383,4610,0,46828,23209,1,0,16
47,1,2,1,2,68268,2078,0,23774,4121,1,6,13
36,1,3,0,0,54467,2985,0,13379,17676,0,9,21
29,0,0,1,1,80310,1232,1,7597,25298,0,0,19
41,1,3,0,0,129582,571,2,17139,19226,1,7,5
26,1,0,1,1,52743,2756,2,40601,6418,0,3,7
36,0,0,2,0,119433,1998,0,47372,5365,0,3,12
29,1,0,0,1,107122,4116,1,17326,16841,0,7,29
25,1,2,1,0,58767,4443,2,4225,12667,0,2,11
49,0,2,1,1,118118,609,1,35812,10604,0,2,14
36,0,1,0,1,118787,1534,2,25987,8567,0,0,5
47,0,0,2,1,77814,2508,0,12406,25577,0,5,19
26,1,3,0,0,127713,605,2,47218,3904,0,2,27
43,1,2,0,0,125535,2153,0,35235,29762,0,1,24
41,0,3,1,0,46112,3279,1,27944,25811,0,9,24
35,1,1,0,1,110956,3235,0,20103,4025,0,0,13
48,0,0,2,0,31006,1567,1,8193,579,1,0,5
46,0,2,0,0,56416,2727,2,3534,5365,1,6,26
20,1,1,0,2,49809,4342,2,12652,8707,0,1,13
25,1,2,0,1,81840,4671,2,15229,18162,0,1,15
34,1,2,0,1,93330,2377,0,45667,16432,0,7,16
30,1,2,1,1,96939,1524,2,39986,1513,1,8,16
59,1,0,2,0,59368,2338,2,1835,22413,0,5,11
46,0,0,0,1,88598,4703,2,29546,9082,1,5,22
39,1,3,1,0,76424,2952,2,10370,9576,0,9,13
31,1,0,1,0,57622,1516,1,6057,7092,0,2,18
26,1,0,0,0,52235,3506,2,44151,29114,0,6,19
25,0,2,1,1,61807,4432,0,44018,1329,0,0,5
48,1,3,0,0,73006,1847,1,9802,22566,0,9,5
39,1,1,0,0,35568,1834,1,23326,2334,1,1,27
30,1,1,0,0,40301,3786,2,20975,4788,0,0,6
67,1,1,0,0,38460,624,0,397,15076,0,5,6
56,0,0,0,0,28317,2055,0,36234,29517,0,4,20
33,0,1,1,1,92792,2269,0,14306,6611,0,8,10
41,0,3,0,1,84935,992,1,14384,16018,1,8,26
48,1,1,0,0,110896,2641,1,5080,21318,0,6,27
55,0,2,0,0,40168,2801,2,49658,17216,0,5,14
60,1,2,2,0,26458,3820,0,21335,24889,0,0,16
67,0,0,2,0,22890,2376,0,42181,3105,0,2,13
35,1,3,1,0,82788,980,2,21241,14385,1,9,17
26,0,2,0,0,141138,2294,0,37853,10559,1,3,27
41,0,3,0,1,145554,1377,1,33543,16575,0,7,19
40,0,2,2,1,126327,4459,2,48425,25452,0,7,24
41,1,0,2,0,82474,2179,2,36508,10098,0,9,29
19,0,0,0,2,48828,1592,1,20945,28148,0,7,29
38,1,2,0,0,52165,2147,2,49232,21792,0,7,25
30,0,2,0,1,61226,3422,2,23425,7669,0,5,18
30,0,2,1,0,88109,1821,0,4788,12868,1,8,11
36,1,2,0,2,51203,1892,0,6082,15793,0,7,20
44,0,2,2,0,124070,752,1,30202,6810,1,4,19
26,1,1,2,1,35728,801,1,45724,2632,1,2,21
26,0,3,2,1,97493,1471,0,1202,28412,0,7,23
29,1,0,0,0,121445,4658,2,32791,27126,0,5,17
25,1,1,0,0,146454,1702,2,7878,12425,1,6,18
43,1,0,1,0,54256,1050,2,36398,3863,0,6,21
40,1,2,2,0,136936,627,0,31333,3600,0,2,25
53,0,2,1,0,69181,4933,2,31493,20329,0,5,14
39,0,0,0,0,102356,1146,0,26890,4453,1,6,29
26,0,1,0,0,129266,4385,1,8855,27721,1,4,19
35,1,1,0,0,104058,3178,2,32610,10266,0,5,19
39,0,1,0,0,135889,1483,2,37338,25591,1,8,21
37,0,0,0,0,54827,1234,0,11332,16199,1,0,7
49,0,3,0,0,57285,1962,1,9163,1252,0,2,23
47,0,1,0,0,59377,3327,0,16379,29166,0,0,19
47,0,3,0,0,139570,2755,1,33308,14985,0,0,15
40,0,0,0,0,80991,3257,2,6462,14217,0,2,24
47,0,1,0,0,128167,3005,1,22283,2050,0,8,10
31,0,3,1,1,114827,4235,2,30483,25006,1,6,17
38,0,2,1,1,64639,984,1,48732,20743,1,3,20
59,0,0,2,0,60033,4490,1,45292,14018,0,2,26
27,1,0,2,0,75632,748,2,13241,1132,0,0,10
28,1,0,1,2,33029,4217,0,33260,15421,0,5,29
31,0,0,1,0,81493,2155,2,36209,13966,0,6,6
46,0,1,0,0,74759,1894,1,33270,12940,0,9,23
34,1,0,0,2,61972,4342,2,49702,4867,0,4,15
32,0,3,0,1,83820,3956,1,35363,5469,0,2,19
38,1,3,0,0,94952,2254,0,14846,12387,0,8,12
45,0,3,0,1,94828,1720,1,46402,23621,0,9,12
24,1,3,1,0,57418,3480,2,48284,2120,0,2,11
65,0,1,2,1,37931,2268,2,30302,11597,0,8,5
43,0,0,1,1,138223,789,2,32385,12736,1,7,20
66,1,2,2,1,37352,2255,2,3947,9368,0,5,19
38,0,1,1,2,113740,1619,0,41488,20554,0,7,6
47,1,0,0,1,134906,1303,1,46711,19022,1,9,7
36,1,1,0,0,34807,2249,1,42675,21007,0,0,27
31,1,0,0,0,118611,1411,1,11988,8498,0,0,16
63,0,0,0,1,58923,1509,0,23202,24127,0,3,17
46,0,1,2,0,139346,779,2,22370,20378,1,5,19
36,1,0,1,0,73607,3343,0,18235,27254,0,8,11
36,0,0,2,0,123661,3582,0,32814,16156,0,6,14
50,1,1,0,0,62694,3957,2,386,4003,0,9,26
33,0,3,0,0,101563,1393,2,9278,6947,0,9,21
38,0,0,2,0,77768,4928,1,29519,370,1,1,26
42,0,0,1,1,107872,526,0,26621,6508,0,5,14
42,0,0,0,0,118387,2086,2,16505,3704,0,2,18
42,1,0,0,0,93488,4538,1,46835,18319,1,4,7
26,0,2,1,0,45183,4474,2,2477,20425,0,5,21
60,1,1,0,1,57626,2379,0,25740,21064,0,6,5
60,0,3,0,1,40997,3844,0,30929,21929,0,5,9
24,1,3,0,0,61376,3181,0,1755,21876,0,4,27
50,0,2,1,0,29976,4970,2,48148,12912,1,0,9
59,0,0,2,0,22629,1654,2,16388,6336,0,1,9
25,0,2,0,1,135852,1575,0,8821,4177,1,6,13
31,0,1,0,1,64336,1171,1,46906,850,0,6,24
28,1,1,2,1,38254,4716,2,18747,23063,0,5,15
25,1,2,1,1,108585,3101,1,38302,6149,0,7,27
28,1,2,1,1,39775,4330,2,932,20912,0,4,29
31,1,2,2,2,68453,2416,1,7543,6825,0,2,15
51,1,3,2,0,56179,2805,2,4508,26803,0,1,29
32,0,1,0,0,137980,4043,0,3691,10498,0,4,22
27,1,1,0,0,115178,3544,0,47217,24423,0,8,7
32,0,2,1,1,99995,2215,0,35104,1569,0,9,15
27,0,2,0,0,127138,4836,2,3929,13991,0,3,21
69,1,2,2,0,21758,3524,1,34689,21621,1,9,11
38,0,3,2,1,113700,3740,2,17494,3146,0,3,17
36,1,2,1,0,34578,3226,1,2098,2915,0,1,5
32,0,3,1,0,130528,4708,2,11230,19568,1,2,5
59,0,1,0,0,38557,716,2,1173,7135,1,8,19
36,0,3,0,0,127417,519,1,43887,3746,1,9,23
38,0,0,1,0,122211,917,0,45395,25591,0,1,25
44,0,3,0,1,50843,3408,1,16578,20226,0,1,26
58,1,2,0,0,54080,4489,0,29673,17880,0,6,23
39,0,2,2,1,118860,2642,2,27116,16693,1,0,6
41,1,0,0,2,137059,2490,0,8495,8555,0,7,16
44,0,0,0,0,77543,2042,0,10130,27894,0,9,5
28,0,3,1,1,125665,935,1,36217,17496,0,2,25
19,1,0,1,0,63204,3383,2,8275,852,1,7,8
31,0,3,0,1,122175,2092,2,19698,26308,0,2,29
43,0,1,0,0,101072,1291,0,5544,27464,0,8,24
29,1,3,0,0,31022,4337,0,7124,23429,1,6,25
38,1,0,2,1,81082,3982,1,45413,6463,0,5,20
22,0,1,1,1,31683,904,2,44942,17984,0,0,20
49,1,1,2,0,129810,977,0,14485,13160,0,5,6
27,1,3,1,1,24160,1410,1,34987,8960,0,8,14
44,0,0,0,1,105057,2894,2,23262,23836,0,8,18
29,0,3,1,0,35585,1412,0,17179,19055,0,8,26
31,1,3,1,1,141668,4638,2,22411,2136,1,8,22
48,1,3,1,2,81574,4241,1,30956,5739,1,0,10
46,1,1,2,1,130582,1701,0,34449,12013,0,2,28
25,0,3,0,2,55912,1050,1,40392,15858,0,7,27
47,1,0,2,1,94178,2484,2,19082,3519,0,4,18
42,0,3,1,0,53200,3158,1,24752,9282,0,4,20
26,0,0,0,0,39706,4400,1,19910,18643,0,2,22
36,0,3,2,0,145729,4513,0,36298,29717,1,3,6
28,1,3,1,0,138699,751,0,30171,29565,1,5,25
34,1,1,1,1,132909,4847,2,878,22696,0,3,21
32,0,3,2,1,122013,4187,2,8789,16161,0,4,24
28,1,1,0,1,52288,2450,1,15894,2818,0,6,22
23,1,2,1,0,34293,718,0,28243,14627,0,1,22
61,0,2,0,2,45865,2448,1,19996,21211,0,0,24
25,0,0,0,0,90178,3577,2,17759,11623,1,7,20
39,1,2,0,0,76945,972,1,29859,26521,0,4,15
32,1,3,0,0,94512,2737,0,8343,11157,0,6,27
37,1,2,2,1,132526,4082,1,2324,28242,1,0,11
42,1,3,0,0,148113,2640,0,39719,12840,0,8,24
40,1,3,2,0,59080,4945,1,38979,7611,0,2,21
46,0,2,0,1,64182,3671,0,15344,16668,0,0,11
64,0,3,1,0,65055,979,0,22371,12443,0,6,26
49,0,1,2,1,67854,2195,2,24575,21712,0,5,6
42,0,3,0,0,108391,1785,1,19305,3298,1,2,15
46,1,0,0,0,68479,2032,0,32200,9755,0,4,29
35,1,1,0,0,114052,4192,2,34416,2575,0,8,5
42,1,1,1,0,66030,1261,2,27260,27845,0,1,28
33,1,3,2,1,79440,2928,0,38641,21410,0,4,7
46,1,0,0,0,136061,1862,0,32772,16742,0,7,6
39,1,1,2,1,136012,986,2,14090,25600,0,4,12
43,1,0,0,0,126158,3818,0,30311,24,1,1,20
42,1,2,0,0,102599,3842,2,2764,16915,0,7,28
34,1,1,0,0,41332,3653,0,32898,2785,1,9,7
45,0,1,0,0,94283,2216,0,44586,3636,1,6,9
25,1,0,1,0,149697,4418,1,45418,4127,0,5,10
47,1,1,0,0,138288,3004,1,31019,18191,0,6,21
43,0,0,2,0,58540,3255,0,29489,656,1,0,26
41,0,2,0,0,140887,2900,2,16916,28688,0,7,28
44,0,0,0,0,117597,2301,2,40550,22700,1,1,16
29,1,1,1,0,108331,2990,1,18799,26670,0,3,6
30,0,3,0,2,71923,4049,0,19322,6553,0,0,9
41,1,0,2,0,35178,2151,2,33610,7872,0,2,11
59,0,1,0,1,52189,1226,1,36701,3095,1,6,14
45,1,1,1,0,52000,2625,1,15441,17996,0,0,28
25,1,1,1,0,77301,1622,2,30126,22426,0,6,16
44,1,0,2,0,110451,4430,2,46361,20294,0,4,13
43,1,0,1,0,130505,1684,1,2661,12683,0,0,14
48,1,2,1,0,89337,1737,1,3065,1854,0,3,26
56,1,1,0,1,25603,2673,1,6796,10168,0,7,24
43,1,2,0,1,62317,4829,0,21532,15570,0,0,5
46,1,3,1,0,66593,966,2,38477,9323,1,1,13
34,1,1,0,1,59016,1929,2,18483,11241,0,6,23
41,0,1,0,1,125951,4135,0,10285,15513,0,2,20
25,0,0,0,0,125093,2692,2,26077,13361,0,4,14
60,0,2,0,0,23424,2367,2,3451,2579,0,4,28
44,0,1,0,0,134899,926,0,39284,21405,0,6,24
29,1,3,0,1,132270,4663,2,29398,21391,0,5,8
31,0,3,0,0,106057,4252,1,46702,18001,0,3,22
63,0,0,1,2,64810,3085,1,31562,6333,0,4,11
18,0,3,0,0,66808,4294,1,47581,27965,1,8,24
28,0,1,1,0,97512,583,1,1348,24130,0,0,23
28,0,1,0,0,131221,3007,0,47511,5004,0,0,20
68,1,0,2,0,41136,789,0,24430,13891,1,5,8
38,1,0,2,1,46799,2035,0,378,29997,0,3,8
45,1,0,0,2,118678,4358,1,25897,16615,1,1,20
32,0,0,1,0,34642,4780,1,15650,18313,0,3,28
42,0,0,0,1,78089,3904,1,4328,28004,1,0,13
45,0,3,0,0,139430,1088,2,45370,12429,0,1,19
30,1,0,1,1,68190,2757,2,45403,14187,0,4,16
41,1,3,1,0,112678,1459,2,8278,15877,0,0,22
21,0,1,1,1,59647,2742,2,44729,11069,0,4,5
49,0,3,0,1,123527,1908,0,16802,4396,1,4,5
34,0,1,1,0,53726,1958,2,27432,23528,0,6,11
59,1,1,1,0,63152,3281,2,32481,21222,0,6,23
63,0,2,0,0,50344,4333,1,1448,544,0,6,16
30,1,3,0,0,117152,1470,1,9848,18323,0,5,18
40,1,0,1,0,110836,2581,2,27852,3163,1,2,17
63,1,1,2,0,44238,3568,2,14294,8716,1,8,12
61,0,0,0,0,62644,1880,1,38277,22654,0,3,19
57,0,3,1,1,47773,3880,0,21482,13210,0,5,16
35,1,3,1,0,135768,2606,1,43760,21547,0,8,19
48,1,2,2,1,94280,3886,0,35355,630,0,5,26
46,0,3,0,0,51057,3763,2,46140,9066,0,5,20
47,0,0,0,0,61424,4843,2,37534,10666,0,6,24
38,0,1,0,2,146847,3007,0,4530,24201,0,0,25
46,0,1,0,1,117019,3899,1,36072,1072,1,3,22
41,1,0,2,1,24581,1892,1,13887,1224,0,3,23
25,1,1,0,0,106508,2010,0,49339,22183,0,5,20
43,1,0,2,0,70494,3198,1,26416,568,0,3,12
40,0,3,0,1,141921,4624,0,23836,20073,0,5,27
38,1,0,0,1,136140,2958,1,11920,22000,0,5,20
29,0,1,0,0,70031,914,2,25493,393,0,2,24
31,0,3,2,0,130286,4522,0,26067,18864,0,8,18
33,0,1,0,2,95564,2004,2,5900,9341,0,2,10
37,0,3,0,0,40092,4222,1,24181,1961,0,6,6
34,1,0,2,1,67180,1853,2,19920,19667,1,5,5
21,1,1,1,0,49995,2982,1,45176,9267,0,1,15
22,1,1,2,0,65369,2537,2,25939,3859,0,5,11
27,1,3,2,1,129178,1201,1,45338,27905,0,9,6
41,0,0,0,0,133165,2738,0,36032,8405,0,7,27
30,0,0,0,0,95822,2690,2,24129,6903,1,5,28
40,1,0,1,0,61068,1653,2,23110,17188,0,8,14
30,0,0,2,0,123271,774,1,23422,11675,0,2,23
43,1,2,2,0,144438,4922,1,48878,12672,0,3,6
39,0,2,1,1,47892,2614,0,13524,3697,1,0,25
34,1,3,1,0,93871,1195,2,8266,12539,0,6,27
34,1,0,2,0,128748,3829,2,28918,12737,0,3,21
48,0,3,0,1,121932,1526,1,44081,26783,0,1,29
35,0,2,2,0,57858,1166,1,2161,18866,0,1,24
66,0,3,0,1,68305,4623,0,41258,28357,1,4,16
45,1,3,1,1,125621,1748,0,43743,16900,0,8,8
43,1,2,1,0,118538,1338,0,47711,20898,0,7,5
24,0,1,0,0,68163,1767,1,327,9314,0,5,20
25,1,2,0,0,51437,962,0,5321,9629,0,5,29
48,0,3,0,2,91807,4857,1,29371,28669,0,1,26
46,1,0,2,1,132548,1894,2,24638,10387,0,9,15
39,1,3,2,0,28278,1734,1,43592,12820,0,8,26
32,1,3,1,1,105204,905,1,24244,23845,0,2,14
20,0,0,2,1,34968,1243,0,23155,20758,0,5,15
55,1,3,0,0,51004,2923,0,24939,13011,1,3,20
49,0,1,0,0,107742,1235,2,25916,2873,0,4,9
34,1,1,1,2,52042,1435,2,11584,7829,1,1,26
45,1,1,1,0,58849,895,2,9366,19166,1,4,18
41,0,3,2,0,114074,2702,2,16538,3041,1,7,24
25,1,3,0,1,24691,3026,2,6296,11746,0,6,10
28,1,3,0,0,98480,1828,0,15109,9918,0,2,22
44,1,2,2,1,84386,3803,2,6132,23785,0,2,28
32,1,0,0,0,94043,3998,2,41511,28356,1,0,5
48,1,3,1,0,126536,657,2,38888,22751,1,1,12
33,1,3,2,0,124015,3087,0,36553,11981,0,8,18
66,1,1,2,0,42674,840,1,4186,10581,0,5,6
26,0,2,2,0,135068,4497,1,35797,25705,0,1,12
25,1,0,2,1,35325,4769,2,17870,19923,0,8,24
29,1,0,2,1,135913,2441,0,7193,27502,0,3,26
40,1,1,2,0,108825,4898,0,37677,26329,0,3,12
64,1,0,0,1,49018,2951,2,38719,15806,0,0,23
21,0,0,1,1,36297,796,1,32060,917,0,3,26
35,1,3,0,0,44343,2672,1,19323,18058,0,6,21
51,1,2,1,0,59027,2108,2,35568,21544,0,5,29
38,0,0,0,0,58471,4657,2,29157,3335,1,2,21
65,0,0,1,1,45217,3316,0,49449,4140,0,6,11
30,0,0,0,0,76887,721,1,7478,16360,0,8,14
42,1,1,1,0,69846,3608,0,35893,19445,0,1,21
29,1,2,0,1,131850,4668,1,41964,29751,0,8,17
46,1,2,0,0,25734,2986,1,14480,12627,0,1,6
28,1,1,1,0,128454,4119,2,3536,9102,0,2,18
35,0,1,0,1,88568,4204,1,23451,9224,1,8,10
30,0,3,1,0,108780,4577,0,45102,7642,0,7,28
44,0,0,1,0,107365,2234,1,33069,9303,0,1,22
48,0,1,0,0,50632,2905,2,45436,28345,1,0,23
48,0,2,1,1,112003,3287,0,49697,6597,0,0,19
31,1,1,1,0,79952,748,0,10915,7869,1,3,22
38,1,2,2,1,149883,4636,2,10667,15452,0,1,25
38,1,2,1,0,131720,4563,0,1770,19852,0,2,19
41,1,2,2,2,133254,2661,2,25236,3237,0,2,25
37,1,2,1,0,51479,3534,2,23030,4662,0,3,24
38,0,3,0,0,118913,2301,0,26396,2690,0,9,6
37,1,0,2,2,69132,4462,1,10374,15392,0,4,25
67,0,3,0,0,56558,793,2,12954,26654,1,1,10
27,0,0,1,1,29445,1674,1,8219,26154,0,8,16
31,1,0,0,1,104728,3794,2,27922,5772,1,9,16
40,0,2,0,0,66481,4840,2,23738,15129,0,6,17
31,1,2,0,2,57659,1336,1,39999,6592,0,3,28
33,0,3,0,0,57173,4010,1,47235,1411,0,7,6
34,0,3,0,0,79884,4931,1,48800,915,1,3,11
25,1,2,1,1,85532,3813,2,41548,11000,0,5,25
55,0,2,1,1,38687,1680,1,3771,10092,0,4,29
34,1,1,0,1,96529,1285,0,7637,11101,0,9,20
43,0,2,0,1,56711,736,0,18437,8507,0,2,29
45,1,1,1,0,79456,3360,2,19226,20866,0,2,6
47,1,0,2,1,54520,3551,1,18519,17321,0,0,18
26,1,0,2,1,59421,3176,0,32295,28578,1,9,9
28,1,0,1,0,79674,4140,2,7664,19729,0,2,26
43,1,0,0,0,24870,4661,2,26298,9916,0,1,22
35,0,2,0,1,117404,1108,0,22940,821,0,0,9
38,1,1,1,1,100680,2113,1,28297,16592,1,6,20
38,0,1,1,1,83469,2793,2,9459,6083,0,4,26
36,0,2,2,0,121478,2257,1,14987,24092,0,2,25
31,0,1,1,0,33834,4633,0,46751,27179,1,1,13
35,0,1,2,1,67674,3344,0,47456,27449,0,7,12
25,1,0,0,0,118266,4926,1,43579,9798,0,8,19
44,0,2,0,0,105591,3681,2,12744,12435,0,4,7
43,0,2,1,0,58115,4600,1,28179,10522,1,1,27
20,1,0,2,0,33196,2541,1,24992,27420,0,2,24
