Age,Marital_Status,Dependents,Education,Annual_Income,Total_Existing_Loan_Amount,Credit_Score,Outstanding_Debt,Residential_Status,Loan_Approval_Status
33,married,0,graduate,62078,49089,755,3348,own,1
30,single,1,graduate,89178,24211,766,19968,own,1
63,married,2,high school,47698,15372,381,8402,own,0
25,married,0,high school,86062,33581,759,7231,own,1
42,married,2,high school,70413,34455,763,2034,own,1
36,married,0,high school,67819,21304,815,24357,other,1
40,married,2,graduate,46234,17133,365,2669,own,0
25,married,3,graduate,64727,31690,826,3200,own,1
30,married,1,postgraduate,127253,4095,844,27821,own,1
49,married,3,graduate,81025,25191,767,15025,own,0
30,married,1,high school,135995,31211,723,17705,own,0
47,single,2,high school,71215,22117,795,9450,own,0
21,single,3,graduate,63451,1219,300,11507,own,0
35,single,1,high school,50931,645,818,13104,own,1
43,single,2,graduate,57477,16359,562,22309,own,0
25,single,3,graduate,111455,13334,728,28997,own,1
44,married,0,postgraduate,34964,8015,392,17243,own,0
25,single,1,postgraduate,115697,10990,846,23296,own,1
32,single,1,high school,53834,39092,704,7450,own,1
38,single,1,high school,58653,17156,414,15906,own,1
47,married,0,high school,79468,1870,760,2573,rent,1
49,married,1,postgraduate,23394,3356,450,1167,own,0
27,married,0,graduate,98154,27383,825,27116,own,1
61,married,0,graduate,45312,5674,448,9423,own,0
46,single,3,postgraduate,96409,25832,726,17503,rent,1
23,married,2,high school,26501,23579,311,14342,own,1
30,married,0,high school,109096,20055,704,26252,rent,1
41,single,0,high school,129799,36963,829,9273,other,1
42,single,0,high school,30764,1892,329,27638,own,0
58,married,0,high school,33832,13525,572,14712,own,0
38,married,2,graduate,74557,43630,727,19991,other,1
43,married,0,graduate,83759,41405,809,26224,own,1
37,single,3,graduate,101998,41965,799,26034,rent,1
29,married,2,graduate,56692,29307,735,4829,own,1
33,single,2,graduate,138476,29152,774,1123,own,1
47,married,2,high school,31335,21877,395,12268,own,0
34,divorced,2,high school,90269,40277,742,26663,rent,0
28,single,1,postgraduate,116316,13587,747,11780,own,1
24,married,3,postgraduate,63750,40480,521,13722,own,0
43,single,0,high school,98366,30014,714,16877,own,1
41,single,3,high school,110100,14701,714,18915,rent,1
31,single,1,postgraduate,64565,42438,373,12376,rent,0
66,single,3,postgraduate,56705,15381,575,3908,own,0
43,single,2,high school,30631,27735,374,20686,own,0
37,single,0,high school,69698,33508,596,6994,rent,0
38,single,0,high school,118517,45708,749,20058,own,1
31,married,0,graduate,109337,11633,841,12640,own,0
49,married,2,high school,37971,49221,552,17061,own,0
39,single,0,high school,94719,37529,733,23805,own,1
36,married,3,graduate,82236,44704,700,9404,own,0
62,married,2,graduate,47795,1814,478,1438,rent,0
35,married,3,postgraduate,55518,38694,382,2467,rent,1
30,single,0,graduate,74955,6638,773,29176,own,1
23,single,2,high school,63745,8223,354,25842,own,0
23,married,3,graduate,57172,21917,379,3140,own,1
20,married,0,high school,57257,16039,593,9411,own,0
24,single,2,postgraduate,63677,17532,312,15894,other,0
36,married,1,high school,133109,12930,795,7794,rent,1
51,married,2,graduate,49679,27117,334,17375,rent,1
42,divorced,3,high school,127814,8528,830,7228,own,1
18,divorced,0,high school,20208,10140,572,26174,own,0
44,single,1,high school,28104,48303,398,18715,rent,1
46,married,2,high school,64382,35449,777,20141,rent,1
39,married,1,postgraduate,119100,7700,713,1849,rent,1
35,single,0,high school,115705,49328,834,8431,rent,1
41,married,1,graduate,26345,39856,390,12517,rent,0
44,single,2,graduate,23535,32686,310,987,rent,0
44,divorced,3,graduate,83856,26787,815,471,own,1
44,divorced,2,graduate,128935,12276,788,4919,other,1
57,divorced,0,postgraduate,29504,9580,576,17871,rent,0
36,married,1,graduate,55018,12056,741,20141,own,1
42,married,0,graduate,116348,20824,761,26803,other,1
29,single,2,graduate,112827,34962,700,12073,own,1
36,married,2,high school,54255,18715,527,18582,rent,0
32,divorced,0,high school,51040,30497,327,678,rent,0
48,single,1,high school,53273,49647,770,26711,rent,1
41,single,3,high school,126108,18151,720,2910,own,1
47,married,2,high school,111172,42015,839,11297,rent,1
60,married,3,high school,35313,1761,565,9916,own,0
30,single,2,high school,63653,13371,718,2118,own,1
42,married,3,postgraduate,136930,46806,738,347,own,1
38,single,0,graduate,129949,11767,832,21946,rent,1
55,married,3,graduate,56309,44286,370,2272,rent,0
32,married,2,high school,96218,210,807,2777,other,1
36,single,1,postgraduate,95701,29141,770,14188,rent,1
47,married,2,high school,42061,12999,301,5170,own,1
66,married,0,postgraduate,25536,30448,376,11140,rent,0
48,single,2,postgraduate,119536,4461,785,21536,own,1
34,single,2,graduate,90604,6581,719,7383,own,0
25,married,2,graduate,145838,3006,774,8454,own,1
49,single,2,graduate,50651,20887,707,12578,own,1
39,married,3,postgraduate,112633,9166,819,19568,rent,0
41,single,1,postgraduate,71922,23115,817,6660,own,1
32,married,3,postgraduate,81768,15233,771,17474,own,1
57,married,3,high school,39619,26053,507,28466,rent,0
34,married,2,postgraduate,128236,2914,786,1446,own,1
38,divorced,3,postgraduate,97760,33899,776,2088,rent,1
49,married,3,high school,97532,31286,803,21435,own,1
39,single,0,high school,104946,31642,700,25145,own,1
34,married,2,graduate,100091,35429,703,12000,own,1
45,married,3,high school,43678,17327,524,20609,rent,0
44,divorced,3,high school,76368,36083,791,26073,own,1
30,married,0,high school,34539,46719,531,29267,other,0
43,single,2,high school,124628,45831,767,3648,own,1
44,married,3,graduate,112266,3517,777,25196,rent,1
38,single,0,high school,65794,40455,734,21617,own,1
38,single,3,high school,91559,5348,813,2945,rent,1
57,married,3,graduate,46503,13193,530,6767,own,0
31,single,3,postgraduate,21054,27941,414,16670,rent,0
44,married,2,graduate,123950,29763,726,29766,own,1
33,married,2,high school,101952,32792,743,19674,own,1
27,married,2,graduate,68740,26276,848,16754,own,1
22,single,1,high school,22214,4568,518,16674,other,0
48,single,2,high school,93768,10249,845,168,own,1
39,single,1,high school,55774,38503,804,3396,own,1
48,single,2,graduate,137647,28555,807,4553,own,1
37,divorced,0,high school,65984,48706,821,21910,own,1
25,married,1,graduate,63849,18075,830,28621,own,1
31,single,2,high school,114822,28867,815,17441,own,1
36,single,3,graduate,147609,28610,802,7550,own,0
45,single,3,postgraduate,99448,49272,768,16278,own,1
36,married,3,postgraduate,71846,39799,833,13015,rent,1
28,married,3,high school,131696,42183,831,3247,own,1
25,single,3,high school,141279,42084,729,22364,own,0
28,married,0,postgraduate,124390,44807,789,22620,rent,1
43,married,1,graduate,82934,9032,722,19612,own,0
41,single,0,high school,104794,16110,797,2271,rent,1
33,married,2,graduate,93980,32285,827,8771,own,1
31,divorced,1,graduate,84379,26084,713,22333,own,1
31,married,3,high school,73566,17256,808,16462,own,0
42,divorced,2,high school,144107,46653,733,264,own,1
47,married,2,postgraduate,90727,24531,806,10002,own,1
53,married,3,postgraduate,51817,10770,520,953,rent,0
44,single,2,high school,145464,35624,814,18915,own,1
48,single,0,graduate,32689,42601,437,28971,rent,0
42,single,2,graduate,30407,40167,551,28069,own,1
28,married,1,graduate,131472,32643,822,22198,own,1
20,married,3,graduate,47962,34797,348,27727,rent,0
45,married,1,high school,84519,23189,839,9411,own,1
46,single,0,graduate,145334,31086,837,19580,own,1
48,single,2,graduate,80630,2608,796,12325,rent,0
44,single,0,graduate,90325,3748,779,28003,rent,1
49,married,1,high school,113807,37152,709,17649,own,0
43,single,2,graduate,95126,31321,731,21232,own,1
45,divorced,3,graduate,93264,3745,788,5059,own,1
40,single,0,high school,145643,22934,721,130,own,1
27,married,1,high school,63883,21217,710,13661,own,1
46,married,0,graduate,128618,13038,756,29695,own,1
52,married,3,high school,32257,16914,593,4680,own,0
40,single,3,graduate,58857,49244,807,8490,own,1
47,married,0,postgraduate,146238,111,785,12817,own,1
35,single,2,graduate,83913,5939,775,1617,own,1
29,single,1,graduate,68534,47743,581,19719,own,0
27,married,1,graduate,54516,16504,736,10928,rent,0
22,married,0,high school,50912,38200,557,19404,own,1
31,married,3,postgraduate,125932,13111,826,13418,rent,1
48,married,0,graduate,76446,21790,746,22329,own,1
58,single,0,postgraduate,25142,7254,415,27603,rent,0
61,single,1,graduate,34666,18078,524,9114,own,0
30,married,1,high school,81284,13107,776,20661,own,0
46,single,3,high school,106992,22108,743,14760,own,1
34,married,1,high school,56971,44195,446,2519,rent,0
46,married,1,high school,85065,12477,790,25399,own,1
45,single,1,high school,131304,45734,762,28585,other,0
49,married,0,high school,143430,6917,751,24109,own,1
37,married,2,postgraduate,68064,18970,726,1805,own,1
69,single,0,high school,64792,22440,543,16248,rent,0
37,divorced,1,graduate,141879,1432,771,22894,other,1
69,married,1,graduate,45642,42438,450,13902,own,0
38,married,1,graduate,101414,502,739,15353,own,1
39,single,1,postgraduate,70147,31390,835,25654,own,1
42,married,3,high school,114518,21193,792,5337,rent,1
60,divorced,1,graduate,38253,12665,428,14063,own,1
28,divorced,2,high school,68282,28068,489,26896,rent,0
55,single,0,graduate,44834,30252,571,4449,own,0
31,single,1,high school,138357,21707,723,16880,own,0
58,single,2,high school,61865,11869,564,20262,rent,0
51,single,3,postgraduate,30690,16472,526,5245,own,0
37,single,2,high school,117430,45304,810,1847,rent,1
40,single,1,high school,78477,8273,730,13906,own,1
48,single,2,high school,117313,19299,753,12298,own,1
32,single,3,graduate,76633,26374,712,4805,own,1
58,divorced,3,high school,49651,14633,479,5373,rent,0
46,single,1,graduate,94063,29101,837,24996,own,1
26,married,3,high school,97461,29265,784,13342,own,1
45,married,3,postgraduate,93198,20424,752,16198,own,1
42,single,1,graduate,124747,48019,840,9094,own,1
37,single,3,postgraduate,61018,2929,495,16044,own,0
36,married,3,high school,55895,12917,836,19125,other,1
45,single,2,postgraduate,83616,39529,809,17316,own,1
57,married,1,high school,24930,7282,421,21735,own,1
49,married,3,high school,64580,43995,383,15747,own,0
34,divorced,2,graduate,139448,7032,735,9215,own,1
33,single,3,postgraduate,77279,42935,717,29491,own,0
39,married,3,graduate,92210,49984,721,1749,own,1
28,single,1,graduate,42907,26636,485,18929,own,1
28,married,0,graduate,27088,41749,424,17549,own,0
30,single,1,postgraduate,75586,36272,845,1420,own,1
41,married,1,high school,77215,39909,762,1217,own,0
25,divorced,3,postgraduate,77633,15930,810,7075,own,1
41,single,2,high school,145410,39987,753,5915,rent,1
26,single,0,graduate,87440,44707,799,23848,other,1
48,single,1,graduate,68002,530,835,16916,own,1
45,single,1,graduate,118212,36701,774,17174,own,1
60,single,3,postgraduate,22523,3279,590,27613,own,0
34,married,3,high school,55307,29654,708,26066,own,1
52,married,1,high school,60699,17093,562,10716,rent,0
29,single,1,graduate,95284,17570,717,6217,rent,0
28,single,0,high school,67714,47351,566,24402,own,0
48,single,3,high school,61803,43163,709,26858,own,1
31,married,2,high school,63777,39461,778,19783,own,1
42,single,3,graduate,84664,14793,768,15267,rent,1
33,single,2,high school,104389,34457,833,10058,own,1
29,divorced,3,postgraduate,49810,21416,509,24533,own,0
34,single,3,graduate,111366,44218,788,14345,own,1
44,married,2,graduate,147869,40579,737,19555,other,0
30,married,1,high school,50326,48406,758,24360,own,0
51,married,2,high school,38875,49841,390,25539,own,0
45,single,0,high school,85839,38525,732,26122,own,1
46,married,1,postgraduate,144888,45402,762,18983,rent,1
51,married,3,postgraduate,39409,6265,504,22038,own,0
25,divorced,2,postgraduate,91388,38728,764,6026,own,1
39,single,0,high school,139025,14530,818,14823,own,1
38,married,2,graduate,62205,19439,815,29790,own,1
35,married,2,graduate,117196,20577,763,4533,own,1
27,single,2,high school,145594,21554,804,26311,own,1
26,divorced,3,high school,86187,27530,835,23151,own,1
29,single,3,graduate,32336,45698,362,28010,own,0
68,divorced,0,high school,50776,4545,390,2124,own,0
51,divorced,3,graduate,39962,26974,463,18417,rent,0
38,married,0,high school,91743,1012,790,23095,rent,1
47,married,2,high school,103836,42701,758,25911,own,1
66,single,2,postgraduate,38471,37218,390,2474,rent,0
33,single,2,graduate,78203,16983,750,26216,other,0
32,married,0,postgraduate,31627,12576,516,14669,own,0
25,married,2,graduate,118340,10940,825,12275,own,1
54,married,0,graduate,45523,21249,526,12257,rent,0
56,married,2,high school,44761,15624,496,8348,own,0
34,married,2,high school,138864,26950,825,9957,own,1
45,married,1,postgraduate,99956,7415,828,12690,own,1
27,married,2,high school,62709,41396,712,13242,rent,0
42,single,2,graduate,65287,595,831,13128,own,1
26,married,3,high school,51380,15301,785,9897,own,1
33,single,3,postgraduate,84690,38659,771,4237,own,1
35,single,3,graduate,107247,21855,792,26459,own,1
40,single,2,graduate,116310,23158,838,19725,own,1
46,divorced,2,graduate,108618,46259,823,8198,own,1
38,married,2,graduate,67834,44056,778,232,own,1
28,married,2,graduate,139294,14324,719,28305,other,1
27,married,2,high school,35681,34532,468,14637,own,1
65,married,1,graduate,59908,7228,361,23621,other,0
34,single,3,graduate,74369,20017,763,9754,other,0
31,single,3,graduate,73264,3405,825,26616,rent,1
48,single,1,high school,21163,846,535,28811,own,0
42,married,2,high school,91563,28879,709,13930,own,1
44,married,2,graduate,132655,38830,769,17080,own,1
41,single,2,graduate,85344,22660,747,27136,own,1
35,married,1,high school,81070,30494,701,25151,rent,1
28,single,0,high school,126181,26584,780,12033,own,1
40,married,1,high school,55819,5194,533,9330,own,1
34,married,3,high school,96139,38129,714,18501,own,1
58,married,0,high school,56048,21234,340,18232,rent,0
35,single,1,graduate,82464,11184,722,28113,own,1
22,single,2,high school,42721,17208,430,12519,own,0
46,married,2,high school,143354,5422,711,29104,rent,1
31,divorced,2,graduate,95022,23543,803,27293,other,1
58,single,0,high school,25720,9017,441,13521,own,0
28,married,1,graduate,44512,24232,545,5808,own,1
35,single,1,high school,94867,44581,721,9440,own,1
65,married,2,graduate,57154,29197,366,5754,own,0
32,divorced,1,graduate,130495,20187,728,8663,own,1
57,single,1,graduate,26449,660,598,13664,own,1
51,married,3,high school,69968,30763,502,27041,own,0
41,married,2,graduate,61243,38144,732,4270,other,0
44,divorced,3,graduate,73651,10690,847,18504,own,1
26,single,0,postgraduate,80846,28377,754,24636,own,1
68,married,1,graduate,21895,15438,585,14904,other,0
37,single,2,graduate,69001,4241,835,12009,own,1
47,single,3,high school,131639,25174,778,20149,rent,1
34,single,0,high school,137436,15281,746,8741,own,1
31,single,2,postgraduate,57983,16499,342,19279,rent,0
29,married,3,high school,68948,16421,791,2544,own,0
52,single,1,graduate,53850,40755,529,20614,rent,0
51,single,3,graduate,38237,49740,542,9908,rent,1
33,divorced,3,graduate,99760,26426,774,4200,rent,1
31,single,2,high school,73174,7416,756,23568,own,1
53,married,1,graduate,53996,17965,524,10595,own,0
27,married,2,graduate,74081,40423,824,25557,own,1
31,single,0,graduate,56023,44082,341,4172,rent,0
27,divorced,0,graduate,38326,7984,343,14700,own,1
43,married,2,high school,66066,18317,758,18249,other,1
43,single,3,high school,72881,45546,828,1010,own,1
41,single,0,high school,83186,24001,777,11485,own,1
34,single,2,postgraduate,64773,44122,835,7284,rent,1
48,single,3,high school,117285,45896,703,27916,other,0
31,married,0,graduate,74906,12571,834,22779,rent,0
44,married,0,postgraduate,126346,28212,825,6185,rent,0
26,single,3,graduate,117747,36374,812,11322,rent,1
31,single,1,high school,141647,24488,770,24736,rent,1
57,married,1,postgraduate,21645,9511,343,14268,rent,0
39,single,2,high school,72811,33881,715,20279,rent,1
41,married,1,postgraduate,121733,31056,783,26865,own,1
31,divorced,2,postgraduate,62974,42500,461,20523,own,0
32,married,0,postgraduate,89214,46842,718,27619,rent,1
32,married,3,high school,62273,357,405,2032,own,0
36,married,1,graduate,60157,14215,763,6838,other,1
35,single,1,high school,55831,31592,385,6313,own,0
39,single,0,graduate,118343,14115,835,24135,own,1
23,married,3,graduate,38241,15076,462,23799,own,0
25,single,1,graduate,27075,3076,447,13805,own,0
49,married,2,high school,143127,41434,828,111,own,1
38,single,0,postgraduate,124264,16082,782,10827,own,1
67,single,2,graduate,55762,4306,514,11389,own,0
42,single,1,high school,142509,22755,838,11576,own,1
59,single,1,graduate,60836,23544,430,5897,own,0
29,married,0,graduate,110048,12786,816,29791,rent,1
20,single,0,high school,22948,46125,307,27605,own,0
48,single,2,high school,64928,39248,782,18609,own,0
48,married,0,high school,82375,23052,730,18841,own,1
32,divorced,0,high school,146193,21966,814,20717,own,1
48,single,2,graduate,89975,19868,778,25485,rent,1
48,married,2,graduate,89497,38793,788,8881,own,0
45,single,3,graduate,126867,888,700,13821,own,1
37,single,3,graduate,123883,48008,763,21278,rent,1
29,single,3,high school,56855,145,340,16329,rent,1
31,married,3,high school,104953,29770,796,9159,own,1
44,single,0,graduate,58268,19092,525,20888,own,0
25,single,0,graduate,59072,27065,777,16216,own,1
25,married,1,graduate,62304,28184,801,3040,own,1
48,married,2,postgraduate,56523,26544,845,8245,rent,1
29,married,0,high school,114659,34499,820,27003,own,1
36,married,3,graduate,130058,47378,845,15807,rent,1
28,single,3,graduate,137154,13825,794,3004,rent,1
31,married,3,postgraduate,89317,20068,706,11692,rent,1
37,divorced,1,graduate,119591,42904,812,12255,own,1
40,married,1,graduate,113928,775,721,13872,rent,1
32,single,2,graduate,137315,43599,763,23777,own,1
39,married,1,postgraduate,122278,5951,833,1226,rent,1
47,divorced,1,graduate,74045,27433,707,14075,own,1
49,divorced,3,high school,90076,41445,762,28657,rent,1
49,divorced,0,high school,109486,40762,762,13513,other,1
34,married,0,postgraduate,124560,13299,728,699,own,0
49,single,2,graduate,103452,18143,800,15670,own,1
49,single,3,high school,132555,29296,826,29059,own,0
49,married,3,graduate,142459,39738,809,11006,own,1
34,married,1,high school,50631,6251,491,3541,own,0
35,married,1,high school,70458,30756,762,13339,own,1
45,married,1,high school,105178,1665,807,1270,rent,1
40,single,0,postgraduate,127438,46075,810,26774,own,1
39,single,2,graduate,53628,16875,766,26836,own,1
50,married,0,graduate,20190,23881,542,21945,rent,0
55,married,3,high school,52514,7574,502,3367,own,0
31,married,1,graduate,90345,43416,702,20976,rent,1
28,married,2,high school,36241,35301,314,29420,other,0
29,married,3,graduate,117197,22912,763,9539,own,1
26,single,2,high school,63071,39055,838,908,other,0
39,single,3,high school,119508,23817,795,13284,other,1
49,single,3,postgraduate,129526,8410,832,2844,own,1
25,single,3,graduate,59042,36356,314,15424,own,0
18,divorced,2,graduate,31522,11482,478,9500,own,0
48,single,0,graduate,136627,29806,837,21012,rent,1
25,single,0,postgraduate,98371,3002,812,4074,own,0
38,single,0,graduate,100704,38262,721,29270,other,1
64,single,0,postgraduate,32797,16680,527,10213,own,0
35,married,1,high school,63776,9611,748,3196,rent,1
29,married,1,postgraduate,56358,23062,722,18409,other,1
31,single,2,high school,99412,13256,844,26108,rent,0
39,single,2,high school,69740,47837,589,26786,own,0
19,divorced,2,graduate,43275,46832,586,10311,other,0
27,single,3,postgraduate,55399,34226,718,5010,rent,0
30,married,0,graduate,106414,39709,834,10440,other,1
20,divorced,1,high school,33301,48088,364,18998,own,0
18,married,2,high school,59498,18197,406,29508,own,1
26,single,1,graduate,109508,23686,768,18694,rent,1
33,married,0,graduate,129311,26726,773,8267,rent,1
28,married,0,postgraduate,34823,3399,480,22171,rent,0
52,single,0,high school,40195,31740,455,19387,own,0
68,married,0,high school,56586,1660,315,8384,own,0
29,married,2,high school,121969,15791,740,23499,own,0
46,married,3,postgraduate,34923,11614,457,21902,own,0
41,married,2,high school,126459,42652,769,23580,own,1
60,married,3,graduate,34087,992,499,3730,own,0
25,married,1,high school,94754,873,745,4019,rent,1
25,married,3,graduate,79890,42026,720,26851,own,1
38,married,1,postgraduate,60726,44766,843,16701,rent,1
47,single,1,postgraduate,50637,35452,564,7959,other,1
37,divorced,3,high school,118519,15062,765,3618,rent,1
44,married,3,postgraduate,52045,49132,789,7481,rent,0
62,married,2,graduate,57593,38298,540,7992,rent,0
33,single,3,graduate,78280,11751,749,27374,rent,1
45,single,0,graduate,57579,33813,728,10785,own,1
25,married,0,high school,53849,33746,387,20308,other,0
35,married,3,high school,102231,2122,754,232,rent,0
20,married,0,postgraduate,33974,15037,438,28435,own,0
40,divorced,1,postgraduate,74956,19622,770,11130,own,1
43,single,2,postgraduate,63739,44699,385,6404,own,0
37,married,3,postgraduate,64079,2365,572,12551,rent,0
45,single,3,high school,58351,5500,714,22171,other,1
29,single,0,graduate,33163,43464,396,27951,rent,0
26,married,3,high school,122965,46340,763,21381,rent,1
36,single,3,graduate,63952,4052,516,25949,rent,0
18,single,3,postgraduate,23643,21372,398,27078,own,1
47,divorced,1,high school,62386,4878,788,2969,own,1
40,married,1,graduate,134976,1655,825,14292,own,1
23,single,3,high school,21240,18284,488,25502,own,0
35,single,1,graduate,71643,46918,815,21125,rent,1
26,single,0,graduate,84906,5539,811,9689,rent,0
33,single,0,postgraduate,139710,36812,723,24978,own,0
43,married,0,graduate,65590,39571,772,24429,own,1
49,single,2,high school,58169,8494,558,9255,rent,0
43,married,2,graduate,75032,12030,807,9153,own,1
37,married,2,postgraduate,147827,24481,786,18317,own,0
47,single,0,graduate,50016,23926,359,1535,own,0
25,single,2,postgraduate,117039,23564,730,6117,rent,1
34,married,3,postgraduate,112223,44760,837,17976,own,1
64,married,0,postgraduate,59231,42503,301,28229,own,0
56,married,3,postgraduate,64391,15365,476,27330,own,0
18,married,3,graduate,62734,46020,528,16206,other,0
48,married,2,high school,118045,5347,775,452,own,1
42,married,1,graduate,96866,49815,738,23080,own,1
27,married,3,graduate,132917,38728,827,24214,own,1
49,married,3,high school,138217,24353,746,11964,own,1
39,single,2,high school,51993,14031,802,3563,rent,1
39,single,0,postgraduate,136877,12358,847,8510,rent,1
40,single,2,high school,97509,32366,811,740,rent,1
34,single,2,postgraduate,64209,15066,795,15447,own,1
48,divorced,0,postgraduate,70008,4459,705,12832,own,1
46,married,0,postgraduate,149855,14859,732,27226,own,1
47,single,2,high school,80849,1943,811,21949,own,1
25,single,2,graduate,93576,26029,727,13593,other,1
41,married,3,graduate,119378,16130,778,5981,own,1
28,married,3,graduate,63710,30892,348,19165,other,0
19,divorced,0,graduate,60715,5165,571,17999,own,1
46,divorced,0,graduate,20148,29789,543,3902,own,0
30,single,1,postgraduate,77624,10791,788,14232,own,1
36,married,2,postgraduate,147527,40736,790,26724,own,1
47,single,0,postgraduate,140265,26841,726,9784,other,1
67,married,1,graduate,21666,1790,565,26770,own,1
27,single,1,graduate,124658,5201,773,9692,own,1
37,married,2,graduate,123183,2017,800,3724,own,1
37,married,2,graduate,145955,29285,846,14262,own,1
26,divorced,3,graduate,97989,2157,710,5414,own,1
45,single,1,high school,34396,11775,476,22098,own,0
26,married,2,high school,103194,38249,770,21070,rent,1
25,single,2,graduate,86999,23674,749,29387,rent,1
37,divorced,3,high school,122955,31266,719,14951,own,1
40,married,2,postgraduate,119845,16356,821,962,rent,1
18,married,0,graduate,68480,33655,473,16584,rent,0
48,single,0,high school,62283,5951,711,7062,other,1
48,single,1,postgraduate,40984,14459,309,29396,own,0
36,divorced,0,high school,132087,19917,831,602,rent,1
42,single,2,postgraduate,91809,32473,782,3068,other,1
63,single,1,graduate,69515,42420,441,3044,own,0
43,single,2,graduate,36891,10962,568,5215,own,0
48,single,0,graduate,84426,23434,837,21813,own,1
33,single,3,high school,71266,26148,843,27331,rent,1
40,married,1,graduate,136228,23544,710,10671,rent,1
32,single,3,high school,146412,3612,785,22462,other,1
28,married,2,graduate,77584,7675,731,24039,own,1
38,single,0,graduate,101194,43526,745,3675,rent,1
38,married,1,high school,85382,33929,714,4735,rent,1
42,single,2,graduate,34786,37046,522,29389,own,1
34,single,1,high school,56401,37454,797,20426,own,1
18,married,0,graduate,59490,48666,418,5073,own,0
48,married,2,postgraduate,69861,833,578,24362,own,0
63,married,1,high school,59813,39616,303,9810,own,0
36,married,2,high school,48064,4809,560,331,own,1
20,single,2,graduate,62385,14403,447,17354,own,1
39,married,0,graduate,64509,351,327,29038,own,0
30,married,1,graduate,67627,44159,836,15452,own,1
31,divorced,1,graduate,135672,39892,774,22119,own,1
43,married,2,high school,49849,46199,326,25812,own,0
47,married,0,postgraduate,86199,15443,842,16863,own,1
49,single,1,postgraduate,124019,23921,757,22168,other,1
32,married,2,graduate,67209,11227,499,12817,rent,0
37,single,2,graduate,141279,25618,747,9173,other,1
27,single,1,graduate,23827,10932,397,27224,own,0
46,single,0,high school,92360,28546,785,15025,own,1
42,single,3,postgraduate,56888,42553,800,29218,rent,1
29,single,3,postgraduate,73523,9951,731,14344,own,1
61,single,1,postgraduate,67025,33800,456,21294,own,0
37,married,0,graduate,87726,29868,700,23622,own,1
49,divorced,3,graduate,20800,25361,417,23751,rent,0
41,single,0,graduate,137175,38149,730,21317,own,1
43,single,3,high school,61017,40495,797,18837,own,1
28,married,0,high school,106856,21718,728,24026,own,1
39,married,2,high school,81285,28032,709,19596,own,1
45,married,2,postgraduate,65402,32482,787,326,own,0
48,single,0,high school,149277,41288,714,18337,own,1
44,single,2,postgraduate,55671,18433,828,28776,own,1
48,single,0,graduate,93114,40172,846,20306,own,1
32,single,2,high school,35343,40786,388,11943,other,0
32,single,1,graduate,145551,42835,845,6921,own,0
47,single,1,high school,112250,23997,733,11134,rent,1
33,divorced,0,graduate,129602,15868,751,20658,rent,1
31,single,0,high school,50120,13529,486,18258,rent,0
58,married,0,postgraduate,46277,20388,353,27757,own,0
60,married,0,graduate,20570,41673,310,16391,own,0
31,married,0,postgraduate,126617,5252,712,9622,rent,1
28,married,3,high school,43656,26600,560,3336,own,0
39,married,0,high school,60765,5682,500,4234,rent,0
52,single,3,graduate,67198,23098,533,28443,own,0
41,single,1,graduate,54072,47597,817,22471,other,1
35,married,1,postgraduate,25068,28726,343,4268,own,0
35,single,2,graduate,99661,20888,805,25220,rent,0
45,single,3,graduate,128324,46157,805,29883,own,0
38,single,2,high school,127526,30984,746,13058,rent,1
37,divorced,3,high school,130098,7728,823,402,rent,1
38,single,1,high school,89880,23721,795,27941,own,0
49,married,0,graduate,105116,5680,765,28267,own,0
42,divorced,2,graduate,51776,19563,381,236,own,0
47,single,0,graduate,72233,12482,771,15794,own,1
46,divorced,3,high school,147067,46016,730,13674,own,1
34,married,1,high school,102376,42565,764,27704,other,1
29,single,2,postgraduate,29923,26441,382,20980,own,0
47,divorced,3,high school,146731,24350,700,29607,own,1
35,married,2,graduate,121718,21861,742,23754,own,0
49,married,2,postgraduate,32792,14600,508,23298,own,0
30,married,3,graduate,118229,49083,703,9050,own,1
29,married,2,postgraduate,133402,42252,776,20264,own,1
46,single,1,high school,109885,6634,750,20984,other,0
41,married,3,high school,90437,11470,846,23379,rent,1
45,married,1,high school,119857,45827,824,24441,own,1
37,married,1,graduate,88032,6528,704,4686,rent,1
34,married,2,postgraduate,43295,32473,455,15449,own,0
45,single,2,postgraduate,140343,21484,768,9154,rent,1
26,married,0,graduate,52855,44844,803,21807,own,1
59,single,1,graduate,33110,31182,312,13391,own,0
29,single,3,graduate,94989,48653,816,24691,rent,1
28,single,2,postgraduate,55315,42893,735,1515,own,1
37,single,3,postgraduate,75292,31674,705,11781,rent,1
44,single,3,graduate,138981,45298,779,26983,rent,1
46,single,1,postgraduate,145170,31605,821,22740,own,1
25,single,0,high school,49108,10156,579,22136,rent,0
30,divorced,0,high school,120160,32744,765,21648,own,1
41,single,0,graduate,56341,36037,843,3683,other,0
60,single,0,graduate,55102,7817,508,3974,own,0
42,married,2,graduate,54463,36000,586,14963,rent,1
28,single,1,graduate,97242,10780,702,4623,rent,1
31,married,2,graduate,30381,36659,381,17937,rent,0
31,married,0,graduate,102927,4276,709,11551,own,1
41,single,0,high school,112621,4604,728,1761,own,1
39,married,1,graduate,132292,47073,702,4404,own,1
49,married,3,graduate,99822,40585,789,3841,own,1
43,married,0,graduate,63142,809,775,11207,rent,1
37,divorced,2,high school,58819,4383,778,21961,rent,1
27,single,3,high school,78099,10073,700,2168,rent,1
